username,text,likes,date
@AvivaKlompas,Hamas is holding 138 hostages ❤️‍🩹 20 are women ❤️‍🩹 2 are children ❤️‍🩹 10 are over the age of 75 ❤️‍🩹 11 are foreign nationals 0 have been seen by the Red Cross,3716,"Dec 7, 2023 · 1:53 PM UTC"
@amjadt25,"In the realm of reality and logic: Hamas boasts 50,000 members, including married individuals with children. They compel their families to endure battles with them, while others adopt the guise of journalists on Al Jazeera and various channels. Indeed, these individuals are Hamas members in Gaza. Some terrorists don't merely wield guns; they masquerade as civilians or journalists, shedding their distinctive attire and masks. #HamasislSIS #Israel #Gaza",2657,"Dec 7, 2023 · 6:08 AM UTC"
@salcarazzz,Israeli perverts are literally documenting their sexual fetishes of arab women while western outlets are reporting on alleged mass rape by hamas without even one first hand testimony and sources from people who are tied to the Israeli gov. there’s no way this is our reality,12670,"Dec 6, 2023 · 6:35 PM UTC"
@marklevinshow,Imbeciles Biden and Blinken supplying Hamas Nazis,2046,"Dec 7, 2023 · 12:14 PM UTC"
@amjadt25,"This striking image marks humanity's triumph over terrorists, resonating with historic victories like the Battle of Stalingrad. Let's cheer for the capture of those rapists, cowardly terrorists, and Hamas militants in Gaza. Keep them exposed and vulnerable, for you can't trust those who hide weapons or may self-destruct. Beware of those who use their own family as shields, lurking in tunnels like rats.  Stay sharp as Hamas deploys so-called journalists as spies, glamorizing their terrorism, much like the narratives spun by Al Jazeera and Al-Arabi Al-Jadeed. They recruit children as soldiers and involve civilians in the theft of humanitarian aid – a playbook straight out of the ISIS saga in Iraq and Syria. Working with Hamas doesn't make you a journalist or a civilian; it makes you complicit in evil, camouflaging your filth with a facade.  Don't be fooled by sympathizers trying to sugarcoat Hamas's heinous acts, despite damning video evidence – from rape to killing infants. It's time to unveil the truth and take a stand against terrorism. #Hamas #HamasTerrorists #Israel #Gaza",4524,"Dec 7, 2023 · 7:25 PM UTC"
@SnowdenBishop,"It’s against my better instincts to dignify this by responding, but I won’t let BS like this stand. Facts:   Hamas is sponsored by IRGC, which gets funds supplying drones used in Russia’s genocide against Ukraine. By denying support for Ukraine, GOP helps Putin, IRGC, and Hamas.",0,"Dec 8, 2023 · 3:55 AM UTC"
@rokzdominic,"Given their history, every neighbour will be sceptical about them. One thing Israel should have done is complete annihilation of the gaza strip after oct 7 massacres. We have no sympathy for Palestinians or Hamas.",0,"Dec 8, 2023 · 3:55 AM UTC"
@RnaudBertrand,"What a disgusting answer to those 5 babies left to rot (literally) in Al-Nasr hospital, fact which he doesn't dispute but justifies by saying that ""Hamas should stop hiding its fighters in hospitals"". And he says this with a smirk on his face 🤢  In this particular case that hospital was forcibly evacuated by the IDF and those newborn babies, who depended on incubators, couldn't be moved. You can find several videos of that hospital's doctors pleading publicly with the IDF and international organizations to take care of the babies at the time they were forced to evacuate. You can even find the testimony of a doctor saying the IDF had assured him the babies would be taken care of. But when a journalist made his way back to the hospital a couple of weeks afterwards during the truce, he found the babies' bodies decomposing, still attached to their ventilators.  Even if one buys into the ""Hamas fighters in hospitals"" narrative, this cannot be a justification to let newborn babies die. The hospital was entirely emptied except for those babies, which everyone was made aware of (again, search for the statements by the doctors when they were forced to evacuate). What's the argument here: that because that hospital may at some point been harboring some Hamas fighters those babies were therefore somehow tainted and deserved to die? One can see how ridiculous an argument this is.  And also it's now crystal clear this whole ""Hamas hiding in hospitals"" narrative was just an excuse: the entire North of Gaza was evacuated, the whole place. So it's painfully obvious that hospitals were evacuated as part of this. Which makes the statement by the State Department's spokesperson even more contemptible: these babies didn't die because this particular hospital was a Hamas harbor but just because it happened to be located in North Gaza.",24485,"Dec 7, 2023 · 2:16 AM UTC"
@avatans,🔥BREAKING! Biden-Harris admin has ended its work with the @CAIRNational crafting a national antisemitism strategy after one of CAIR’s top executives declared he was “happy” to witness Hamas’ terror attack against Israel on Oct 7. via @nypost https://nypost.com/2023/12/07/news/cair-head-says-he-was-happy-about-hamas-october-7-attacks-claims-aipac-controlling-the-us-government/?utm_source=twitter&utm_medium=social&utm_campaign=nypost_sitebuttons,67,"Dec 7, 2023 · 10:51 PM UTC"
@gwendolynw__,"As an abortion fund worker, I think this message is horrific—a false equivalence of colonized and colonizer, the cowardice of “war against Hamas has killed”, the mention of SA by Hamas and not the history of SA by the IOF (perpetuating the “brown people are sexual savages” idea)",784,"Dec 6, 2023 · 10:54 PM UTC"
@1Manifest8,Have hamas return the hostages and lau down arms. They could have done this on day 1 but they haven't,0,"Dec 8, 2023 · 3:55 AM UTC"
@corina12899353,"WH national security guy says “much of not most of Hamas leadership is intact”. If the goal isn’t civilian slaughter this war is a huge failure. 17,000 dead. Hamas still intact & now getting lots of grieving, starving recruits https://apple.news/A9vxuabhSSm2iG89I8bRg9Q",0,"Dec 8, 2023 · 3:55 AM UTC"
@YosephHaddad,"Let's talk about the alleged 16000 Palestinian casualties since the 7th of October.  1. The Palestinian Ministry of Health provides those numbers and it is controlled by Hamas❗️  2. Hamas is a terrorist organization so please don't be an idiot and take their word for it ❗️   3. Don't you find it strange that of the alleged 16000, NONE are combatants? Wow Hamas is so strong that the IDF couldn't kill any of them⁉️🤔  4. When you hear in reports that kids were killed take into consideration that anyone below 18 is considered a kid and Hamas actively recruits children especially 14-17 year olds ❗️  5. According to multiple sources, the IDF managed to eliminate between 5000-6000 Hamas terrorists❗️  6. ONLY 2 civilians killed for every Hamas militant this is an ‘unbelievable ’ ratio given combat challenges❗️  7. Just for reference in the Afghanistan war, 432,000 civilians  were killed and approximately 38,000 terrorists... this is 1:12 ratio❗️  8. Current estimated   ratio in Gaza is 1:3 ❗️  Let's sum it up: Yes Hamas lies, duh, its a terrorist organization.  Yes there are terrorists under 18 who are recruited as kids. Yes, Israel's ratio is better than the average in the world.  Youre welcome🇮🇱✌️",2134,"Dec 6, 2023 · 11:48 AM UTC"
@elicoh1,"Guterres’ tenure is a danger to world peace. His request to activate Article 99 and the call for a cease fire in Gaza constitutes support of the Hamas terrorist organization and an endorsement of the murder of the elderly, the abduction of babies and the rape of women. Anyone who supports world peace must support the liberation of Gaza from Hamas",2722,"Dec 6, 2023 · 9:32 PM UTC"
@ParsleyCupcake,"Just pointing out facts. Sorry if you're offended, but reality isn't that difficult to understand. They are sitting on sand (outside of the dense, dangerous, Hamas-infested urban area), because they are suspected of terrorism.",0,"Dec 8, 2023 · 3:55 AM UTC"
@HilzFuld,"BREAKING: Yesterday, at 3:59 PM, Hamas terrorists fired 12 rockets into Israel, specifically into the city of Beer Sheva.    The launch site of those rockets? Right in the heart of where Israel and others have sent humanitarian aid.   Israel helped Gazans temporarily evacuate northern Gaza and set up tents for them in the south, something no army has ever done in the history of war.   Hamas, as Hamas does used that specific area to fire rockets right next to those tents. 12 rockets.   I guess I don’t need to tell you why they did that.   Can you imagine the headlines? “Israel evacuates Gazans and sends humanitarian aid, then proceeds to bomb the area to which they evacuated them.”  That was Hamas’ strategy.   This is Hamas and it’s time the world understood that and stopped reporting their propaganda like a puppet.   This is yet another sick immoral tactic Hamas used to kill innocent civilians, this time, their own.",6082,"Dec 7, 2023 · 9:21 AM UTC"
@Maccabi226km,138 people still being held. In case anyone forgot while arguing about how much aid should be allowed into Gaza.   #Israel #Hostages #Hamas,1,"Dec 6, 2023 · 9:15 AM UTC"
@SpellingBee100,Hamas killed him on October 7th.,0,"Dec 8, 2023 · 3:55 AM UTC"
@MosabHasanYOSEF,"The process of interogating Hamas captives might take weeks or months. The most reliable method to know everything about Hamas and their entire infrustructure, the location of their leaders and underground systems.   Flooding the lower levels of the tunnel systems to force Hamas to surface is clever. However, the hostages must be taken into consideration. This is why we need more time.   I hope the UN Secretery General will swallow his tongue next time he calls for a ceasefire.    No ceasefire before the total erradication of Hamas and the return of all hostages.",9201,"Dec 7, 2023 · 3:12 PM UTC"
@Bobthethunker,Nah. We are on the right thing of history.  Can't fool almighty woth your lies. Enjoy your coffee. I will have my coffee and bagels and popcorn  while watching Hamas get killed and go to hell where they will work as virgins for some horny goats.,0,"Dec 8, 2023 · 3:55 AM UTC"
@AvivaKlompas,All I want for Hannukah is the demise of Hamas.  The IDF confirmed that terrorists are turning themselves in and providing valuable intelligence.,8412,"Dec 7, 2023 · 7:27 PM UTC"
@jdpowell72,As soon as Hamas surrenders.,0,"Dec 8, 2023 · 3:55 AM UTC"
@Sayani9951,You need to know hamas doctrine b4 u can call for peace hamas doesn't want peace their goal is for the annihilation of all jews and the state of Israel their children are taught from birth to hate and to kill jews 4 year Olds with kalisnikovs who talk about being martyrs when,0,"Dec 8, 2023 · 3:55 AM UTC"
@RamiJarrah,"Israeli Ambassador is lying through her teeth again:  ""Hamas prevents press from entering Gaza"" ""IDF wants to protect journalists""  Both are lies & Journalists are entitled to take risks, but Israel knows that foreign press' free access to Gaza is game over for their lies.",6,"Dec 8, 2023 · 3:51 AM UTC"
@visegrad24,"Columbia University students discussing how great of a feat the October 7th Hamas massacre was.  Seems like they are all very content with the 1000 murdered civilians.  They also praised Mao, which makes sense since the evidently like mass-murderers",787,"Dec 7, 2023 · 9:47 PM UTC"
@ShaykhSulaiman,"BREAKING: ISRAELIS ADMITS TODAY'S ARRESTS WERE NOT HAMAS  In a statement, the Israeli spokesman states that Israel arrested Palestinians who may not be part of Hamas, as they were in Hamas hotspots.",8028,"Dec 7, 2023 · 7:18 PM UTC"
@pineoz789,Number can only prove that Hamas is weak and ignorant. That cannot justify one little bit of their evil.,0,"Dec 8, 2023 · 3:55 AM UTC"
@DavidM_Friedman,Exactly. We criticized Biden’s antisemitism report for this and other reasons when it first came out. The report literally enlists CAIR — a Hamas sympathizer — as a partner in combatting antisemitism. It seemed ridiculous then; it’s downright criminal now!,21,"Dec 8, 2023 · 3:49 AM UTC"
@lavern_spicer,"Let me see if I got this right.  Women’s rights groups don’t care if:  Biological men play sports against women.  Jewish women are raped by Hamas.  Trafficked women are being raped at the open southern border.  Pregnant women were forced to take the vaccine or lose their jobs.  And women had to leave the workforce to stay home with their kids because Biden, the CDC, and Randi Weingarten kept the schools closed.  So then, what the fuck RIGHTS are they defending?",2678,"Dec 7, 2023 · 8:09 PM UTC"
@violanikaa,They are all civilians not hamas,0,"Dec 8, 2023 · 3:55 AM UTC"
@IDF,".@UN, hear a loud noise yesterday?   That was the sound of 12 Hamas rockets launched toward Israeli civilians in southern Israel.   Hamas is the enemy of humanity and makes itself a threat to the entire world.",9596,"Dec 7, 2023 · 8:43 AM UTC"
@SpiritofHo,"Hillary Clinton literally spread lies about mass rape in Libya to justify bombing Libya into the Stone Age.  It is Hillary Clinton and the neocons who use rape as a weapon of war, not Hamas.",50382,"Dec 5, 2023 · 6:04 AM UTC"
